clip_id,source_file,start_sec,end_sec,duration_sec
clip_0451,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,306.432,326.432,20.0
clip_0452,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,326.432,346.432,20.0
clip_0453,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,346.432,366.432,20.0
clip_0454,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,366.432,386.432,20.0
clip_0455,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,386.432,406.432,20.0
clip_0456,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,406.432,426.432,20.0
clip_0457,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,426.432,446.432,20.0
clip_0458,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,446.432,466.432,20.0
clip_0459,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,466.432,486.432,20.0
clip_0460,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,486.432,506.432,20.0
clip_0461,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,506.432,526.432,20.0
clip_0462,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,526.432,546.432,20.0
clip_0463,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,546.432,566.432,20.0
clip_0464,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,566.432,586.432,20.0
clip_0465,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,586.432,606.432,20.0
clip_0466,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,606.432,626.432,20.0
clip_0467,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,626.432,646.432,20.0
clip_0468,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,646.432,666.432,20.0
clip_0469,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,666.432,686.432,20.0
clip_0470,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,686.432,706.432,20.0
clip_0471,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,706.432,726.432,20.0
clip_0472,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,726.432,746.432,20.0
clip_0473,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,746.432,766.432,20.0
clip_0474,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,766.432,786.432,20.0
clip_0475,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,786.432,806.432,20.0
clip_0476,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,806.432,826.432,20.0
clip_0477,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,826.432,846.432,20.0
clip_0478,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,846.432,866.432,20.0
clip_0479,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,866.432,886.432,20.0
clip_0480,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,886.432,906.432,20.0
clip_0481,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,906.432,926.432,20.0
clip_0482,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,926.432,946.432,20.0
clip_0483,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,946.432,966.432,20.0
clip_0484,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,966.432,986.432,20.0
clip_0485,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,986.432,992.064,5.632
clip_0486,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,995.456,1015.328,19.872
clip_0487,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,4.64,11.264,6.624
clip_0488,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,13.6,15.776,2.176
clip_0489,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,20.032,23.84,3.808
clip_0490,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,26.592,33.824,7.232
clip_0491,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,38.784,44.8,6.016
clip_0492,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,49.312,51.648,2.336
clip_0493,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,55.392,65.536,10.144
clip_0494,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,67.52,72.288,4.768
clip_0495,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,74.208,76.448,2.24
clip_0496,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,77.312,97.312,20.0
clip_0497,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,97.312,117.312,20.0
clip_0498,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,117.312,137.312,20.0
clip_0499,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,137.312,157.312,20.0
clip_0500,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,157.312,177.312,20.0
clip_0501,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,177.312,197.312,20.0
clip_0502,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,197.312,217.312,20.0
clip_0503,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,217.312,237.312,20.0
clip_0504,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,237.312,243.936,6.624
clip_0505,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,244.896,264.896,20.0
clip_0506,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,264.896,284.896,20.0
clip_0507,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,284.896,304.896,20.0
clip_0508,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,304.896,324.896,20.0
clip_0509,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,324.896,344.896,20.0
clip_0510,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,344.896,364.896,20.0
clip_0511,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,364.896,383.264,18.368
clip_0512,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,384.8,400.448,15.648
clip_0513,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,401.472,421.472,20.0
clip_0514,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,421.472,441.472,20.0
clip_0515,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,441.472,461.472,20.0
clip_0516,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,461.472,481.472,20.0
clip_0517,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,481.472,501.472,20.0
clip_0518,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,501.472,521.472,20.0
clip_0519,Lance_Stroll_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,521.472,534.56,13.088
clip_0520,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,0.256,20.256,20.0
clip_0521,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,20.256,40.256,20.0
clip_0522,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,40.256,60.256,20.0
clip_0523,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,60.256,80.256,20.0
clip_0524,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,80.256,100.256,20.0
clip_0525,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,103.584,123.584,20.0
clip_0526,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,123.584,143.584,20.0
clip_0527,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,143.584,152.672,9.088
clip_0528,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,153.6,173.6,20.0
clip_0529,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,173.6,193.6,20.0
clip_0530,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,193.6,213.6,20.0
clip_0531,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,213.6,224.416,10.816
clip_0532,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,228.928,233.952,5.024
clip_0533,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,235.264,255.264,20.0
clip_0534,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,255.264,261.216,5.952
clip_0535,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,266.432,286.432,20.0
clip_0536,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,286.432,306.432,20.0
clip_0537,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,306.432,326.432,20.0
clip_0538,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,326.432,346.432,20.0
clip_0539,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,346.432,366.432,20.0
clip_0540,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,366.432,373.824,7.392
clip_0541,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,375.616,378.848,3.232
clip_0542,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,380.32,383.968,3.648
clip_0543,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,385.344,391.52,6.176
clip_0544,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,396.384,416.384,20.0
clip_0545,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,416.384,436.384,20.0
clip_0546,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,436.384,456.384,20.0
clip_0547,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,456.384,462.4,6.016
clip_0548,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,463.2,483.2,20.0
clip_0549,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,483.2,503.2,20.0
clip_0550,Lando_Norris_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,503.2,516.128,12.928
clip_0551,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,0.288,20.288,20.0
clip_0552,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,20.288,40.288,20.0
clip_0553,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,40.288,60.288,20.0
clip_0554,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,60.288,80.288,20.0
clip_0555,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,80.288,100.288,20.0
clip_0556,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,100.288,120.288,20.0
clip_0557,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,120.288,140.288,20.0
clip_0558,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,140.288,160.288,20.0
clip_0559,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,160.288,180.288,20.0
clip_0560,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,180.288,200.288,20.0
clip_0561,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,200.288,220.288,20.0
clip_0562,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,220.288,240.288,20.0
clip_0563,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,240.288,260.288,20.0
clip_0564,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,260.288,280.288,20.0
clip_0565,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,280.288,300.288,20.0
clip_0566,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,300.288,320.288,20.0
clip_0567,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,320.288,340.288,20.0
clip_0568,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,340.288,360.288,20.0
clip_0569,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,360.288,380.288,20.0
clip_0570,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,380.288,400.288,20.0
clip_0571,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,400.288,420.288,20.0
clip_0572,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,420.288,440.288,20.0
clip_0573,Lewis_Hamilton_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,440.288,457.856,17.568
clip_0574,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,0.32,20.32,20.0
clip_0575,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,20.32,40.32,20.0
clip_0576,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,40.32,60.32,20.0
clip_0577,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,60.32,80.32,20.0
clip_0578,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,80.32,100.32,20.0
clip_0579,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,100.32,120.32,20.0
clip_0580,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,120.32,140.32,20.0
clip_0581,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,140.32,160.32,20.0
clip_0582,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,160.32,180.32,20.0
clip_0583,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,180.32,200.32,20.0
clip_0584,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,200.32,220.32,20.0
clip_0585,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,220.32,240.32,20.0
clip_0586,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,240.32,260.32,20.0
clip_0587,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,260.32,280.32,20.0
clip_0588,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,280.32,300.32,20.0
clip_0589,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,300.32,320.32,20.0
clip_0590,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,320.32,340.32,20.0
clip_0591,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,340.32,360.32,20.0
clip_0592,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,360.32,380.32,20.0
clip_0593,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,380.32,400.32,20.0
clip_0594,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,400.32,420.32,20.0
clip_0595,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,420.32,440.32,20.0
clip_0596,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,440.32,460.32,20.0
clip_0597,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,460.32,480.32,20.0
clip_0598,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,480.32,500.32,20.0
clip_0599,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,500.32,520.32,20.0
clip_0600,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,520.32,540.32,20.0
clip_0601,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,540.32,560.32,20.0
clip_0602,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,560.32,580.32,20.0
clip_0603,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,580.32,600.32,20.0
clip_0604,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,600.32,620.32,20.0
clip_0605,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,620.32,640.32,20.0
clip_0606,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,640.32,660.32,20.0
clip_0607,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,660.32,680.32,20.0
clip_0608,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,680.32,700.32,20.0
clip_0609,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,700.32,720.32,20.0
clip_0610,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,720.32,740.32,20.0
clip_0611,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,740.32,760.32,20.0
clip_0612,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,760.32,780.32,20.0
clip_0613,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,780.32,800.32,20.0
clip_0614,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,800.32,820.32,20.0
clip_0615,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,820.32,840.32,20.0
clip_0616,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,840.32,860.32,20.0
clip_0617,Lewis_Hamilton_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,860.32,877.792,17.472
clip_0618,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,0.704,3.328,2.624
clip_0619,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,10.176,12.448,2.272
clip_0620,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,19.968,22.08,2.112
clip_0621,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,23.648,43.648,20.0
clip_0622,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,43.648,63.648,20.0
clip_0623,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,63.648,83.648,20.0
clip_0624,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,83.648,103.648,20.0
clip_0625,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,108.704,128.704,20.0
clip_0626,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,128.704,148.704,20.0
clip_0627,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,148.704,168.704,20.0
clip_0628,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,168.704,188.704,20.0
clip_0629,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,188.704,208.704,20.0
clip_0630,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,208.704,228.704,20.0
clip_0631,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,228.704,242.208,13.504
clip_0632,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,244.224,249.184,4.96
clip_0633,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,250.208,270.208,20.0
clip_0634,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,270.208,290.208,20.0
clip_0635,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,290.208,310.208,20.0
clip_0636,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,310.208,326.08,15.872
clip_0637,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,327.136,330.592,3.456
clip_0638,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,331.456,334.4,2.944
clip_0639,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,339.04,344.64,5.6
clip_0640,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,345.76,353.44,7.68
clip_0641,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,356.576,362.368,5.792
clip_0642,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,370.464,376.192,5.728
clip_0643,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,377.376,397.376,20.0
clip_0644,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,397.376,417.376,20.0
clip_0645,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,417.376,437.376,20.0
clip_0646,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,437.376,457.376,20.0
clip_0647,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,457.376,460.992,3.616
clip_0648,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,461.984,465.824,3.84
clip_0649,Liam_Lawson_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,469.856,489.728,19.872
clip_0650,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,0.896,3.776,2.88
clip_0651,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,7.328,10.24,2.912
clip_0652,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,16.704,24.416,7.712
clip_0653,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,25.248,45.248,20.0
clip_0654,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,45.248,65.248,20.0
clip_0655,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,65.248,85.248,20.0
clip_0656,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,85.248,105.248,20.0
clip_0657,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,105.248,125.248,20.0
clip_0658,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,125.248,145.248,20.0
clip_0659,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,145.248,165.248,20.0
clip_0660,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,165.248,185.248,20.0
clip_0661,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,185.248,205.248,20.0
clip_0662,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,205.248,225.248,20.0
clip_0663,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,225.248,245.248,20.0
clip_0664,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,248.576,250.592,2.016
clip_0665,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,253.408,273.408,20.0
clip_0666,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,273.408,293.408,20.0
clip_0667,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,293.408,313.408,20.0
clip_0668,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,313.408,333.408,20.0
clip_0669,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,333.408,353.408,20.0
clip_0670,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,353.408,373.408,20.0
clip_0671,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,373.408,393.408,20.0
clip_0672,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,393.408,413.408,20.0
clip_0673,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,413.408,433.408,20.0
clip_0674,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,433.408,453.408,20.0
clip_0675,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,453.408,473.408,20.0
clip_0676,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,473.408,493.408,20.0
clip_0677,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,493.408,513.408,20.0
