clip_id,source_file,start_sec,end_sec,duration_sec
clip_0223,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,40.256,60.256,20.0
clip_0224,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,60.256,80.256,20.0
clip_0225,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,80.256,100.256,20.0
clip_0226,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,100.256,120.256,20.0
clip_0227,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,120.256,140.256,20.0
clip_0228,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,140.256,160.256,20.0
clip_0229,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,160.256,180.256,20.0
clip_0230,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,180.256,200.256,20.0
clip_0231,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,200.256,220.256,20.0
clip_0232,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,220.256,240.256,20.0
clip_0233,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,240.256,260.256,20.0
clip_0234,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,260.256,280.256,20.0
clip_0235,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,280.256,300.256,20.0
clip_0236,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,300.256,320.256,20.0
clip_0237,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,320.256,340.256,20.0
clip_0238,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,340.256,360.256,20.0
clip_0239,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,360.256,380.256,20.0
clip_0240,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,380.256,400.256,20.0
clip_0241,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,400.256,420.256,20.0
clip_0242,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,420.256,440.256,20.0
clip_0243,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,440.256,460.256,20.0
clip_0244,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,460.256,480.256,20.0
clip_0245,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,480.256,500.256,20.0
clip_0246,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,500.256,520.256,20.0
clip_0247,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,520.256,540.256,20.0
clip_0248,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,540.256,560.256,20.0
clip_0249,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,560.256,580.256,20.0
clip_0250,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,580.256,600.256,20.0
clip_0251,Charles_Leclerc_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,600.256,606.336,6.08
clip_0252,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,3.168,23.168,20.0
clip_0253,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,23.168,43.168,20.0
clip_0254,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,43.168,63.168,20.0
clip_0255,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,63.168,83.168,20.0
clip_0256,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,83.168,103.168,20.0
clip_0257,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,103.168,123.168,20.0
clip_0258,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,123.168,143.168,20.0
clip_0259,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,143.168,163.168,20.0
clip_0260,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,163.168,183.168,20.0
clip_0261,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,183.168,203.168,20.0
clip_0262,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,203.168,223.168,20.0
clip_0263,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,223.168,243.168,20.0
clip_0264,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,243.168,263.168,20.0
clip_0265,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,263.168,283.168,20.0
clip_0266,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,283.168,303.168,20.0
clip_0267,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,303.168,323.168,20.0
clip_0268,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,323.168,343.168,20.0
clip_0269,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,343.168,363.168,20.0
clip_0270,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,363.168,383.168,20.0
clip_0271,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,383.168,403.168,20.0
clip_0272,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,403.168,423.168,20.0
clip_0273,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,423.168,443.168,20.0
clip_0274,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,443.168,463.168,20.0
clip_0275,Charles_Leclerc_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,463.168,472.768,9.6
clip_0276,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,0.0,20.0,20.0
clip_0277,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,20.0,40.0,20.0
clip_0278,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,40.0,60.0,20.0
clip_0279,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,60.0,80.0,20.0
clip_0280,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,80.0,100.0,20.0
clip_0281,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,100.0,120.0,20.0
clip_0282,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,120.0,140.0,20.0
clip_0283,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,140.0,160.0,20.0
clip_0284,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,160.0,180.0,20.0
clip_0285,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,180.0,200.0,20.0
clip_0286,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,200.0,220.0,20.0
clip_0287,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,220.0,240.0,20.0
clip_0288,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,240.0,260.0,20.0
clip_0289,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,260.0,280.0,20.0
clip_0290,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,280.0,294.368,14.368
clip_0291,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,295.328,314.208,18.88
clip_0292,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,315.136,335.136,20.0
clip_0293,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,335.136,355.136,20.0
clip_0294,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,355.136,371.552,16.416
clip_0295,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,372.448,392.448,20.0
clip_0296,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,392.448,412.064,19.616
clip_0297,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,413.28,426.976,13.696
clip_0298,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,427.904,447.904,20.0
clip_0299,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,447.904,467.904,20.0
clip_0300,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,467.904,487.904,20.0
clip_0301,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,487.904,507.904,20.0
clip_0302,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,507.904,527.904,20.0
clip_0303,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,527.904,547.904,20.0
clip_0304,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,547.904,567.904,20.0
clip_0305,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,567.904,587.904,20.0
clip_0306,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,587.904,607.904,20.0
clip_0307,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,607.904,627.904,20.0
clip_0308,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,627.904,647.904,20.0
clip_0309,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,647.904,667.904,20.0
clip_0310,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,667.904,687.904,20.0
clip_0311,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,687.904,693.536,5.632
clip_0312,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,694.528,714.528,20.0
clip_0313,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,714.528,734.528,20.0
clip_0314,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,734.528,754.528,20.0
clip_0315,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,754.528,774.528,20.0
clip_0316,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,774.528,794.528,20.0
clip_0317,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,794.528,814.528,20.0
clip_0318,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,814.528,834.528,20.0
clip_0319,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,834.528,854.528,20.0
clip_0320,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,854.528,874.528,20.0
clip_0321,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,874.528,892.32,17.792
clip_0322,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,899.776,919.776,20.0
clip_0323,Every_F1_Driver_s_FULL_Post-Race_Team_Radio_from_the_2026_Chinese_GP.wav,919.776,931.072,11.296
clip_0324,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,0.192,20.192,20.0
clip_0325,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,20.192,40.192,20.0
clip_0326,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,40.192,60.192,20.0
clip_0327,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,60.192,80.192,20.0
clip_0328,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,80.192,100.192,20.0
clip_0329,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,100.192,120.192,20.0
clip_0330,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,120.192,133.504,13.312
clip_0331,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,150.752,170.752,20.0
clip_0332,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,170.752,190.752,20.0
clip_0333,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,190.752,210.752,20.0
clip_0334,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,210.752,230.752,20.0
clip_0335,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,230.752,239.936,9.184
clip_0336,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,247.584,250.304,2.72
clip_0337,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,252.192,272.192,20.0
clip_0338,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,272.192,292.192,20.0
clip_0339,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,292.192,312.192,20.0
clip_0340,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,312.192,332.192,20.0
clip_0341,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,332.192,352.192,20.0
clip_0342,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,352.192,372.192,20.0
clip_0343,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,372.192,392.192,20.0
clip_0344,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,392.192,395.552,3.36
clip_0345,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,398.944,404.224,5.28
clip_0346,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,418.304,420.736,2.432
clip_0347,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,422.432,425.408,2.976
clip_0348,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,426.432,432.576,6.144
clip_0349,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,436.32,450.56,14.24
clip_0350,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,458.496,463.584,5.088
clip_0351,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,472.736,475.36,2.624
clip_0352,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,481.024,501.024,20.0
clip_0353,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,501.024,521.024,20.0
clip_0354,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,521.024,541.024,20.0
clip_0355,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,541.024,561.024,20.0
clip_0356,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,561.024,581.024,20.0
clip_0357,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,581.024,601.024,20.0
clip_0358,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,601.024,621.024,20.0
clip_0359,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,621.024,624.0,2.976
clip_0360,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,627.232,630.432,3.2
clip_0361,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,638.592,651.52,12.928
clip_0362,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,660.672,680.672,20.0
clip_0363,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,680.672,700.672,20.0
clip_0364,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,700.672,720.672,20.0
clip_0365,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,720.672,740.672,20.0
clip_0366,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,740.672,760.672,20.0
clip_0367,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,760.672,780.672,20.0
clip_0368,George_Russell_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,780.672,795.04,14.368
clip_0369,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,0.448,20.448,20.0
clip_0370,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,23.136,26.656,3.52
clip_0371,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,28.896,34.208,5.312
clip_0372,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,38.528,58.528,20.0
clip_0373,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,58.528,78.528,20.0
clip_0374,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,78.528,98.528,20.0
clip_0375,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,98.528,118.528,20.0
clip_0376,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,118.528,138.528,20.0
clip_0377,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,138.528,158.528,20.0
clip_0378,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,158.528,178.528,20.0
clip_0379,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,178.528,198.528,20.0
clip_0380,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,198.528,218.528,20.0
clip_0381,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,218.528,238.528,20.0
clip_0382,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,238.528,258.528,20.0
clip_0383,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,258.528,278.528,20.0
clip_0384,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,278.528,298.528,20.0
clip_0385,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,298.528,318.528,20.0
clip_0386,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,318.528,338.528,20.0
clip_0387,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,338.528,358.528,20.0
clip_0388,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,358.528,378.528,20.0
clip_0389,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,378.528,398.528,20.0
clip_0390,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,398.528,418.528,20.0
clip_0391,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,418.528,438.528,20.0
clip_0392,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,438.528,458.528,20.0
clip_0393,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,458.528,478.528,20.0
clip_0394,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,478.528,498.528,20.0
clip_0395,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,498.528,518.528,20.0
clip_0396,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,518.528,538.528,20.0
clip_0397,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,538.528,558.528,20.0
clip_0398,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,558.528,578.528,20.0
clip_0399,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,578.528,598.528,20.0
clip_0400,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,598.528,618.528,20.0
clip_0401,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,618.528,638.528,20.0
clip_0402,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,638.528,658.528,20.0
clip_0403,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,658.528,678.528,20.0
clip_0404,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,678.528,698.528,20.0
clip_0405,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,698.528,718.528,20.0
clip_0406,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,718.528,738.528,20.0
clip_0407,George_Russell_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,738.528,743.552,5.024
clip_0408,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,0.384,20.384,20.0
clip_0409,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,20.384,40.384,20.0
clip_0410,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,40.384,60.384,20.0
clip_0411,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,60.384,80.384,20.0
clip_0412,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,80.384,100.384,20.0
clip_0413,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,100.384,120.384,20.0
clip_0414,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,120.384,140.384,20.0
clip_0415,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,140.384,145.984,5.6
clip_0416,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,147.936,167.936,20.0
clip_0417,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,167.936,187.936,20.0
clip_0418,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,187.936,207.936,20.0
clip_0419,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,207.936,227.936,20.0
clip_0420,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,227.936,238.24,10.304
clip_0421,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,239.296,259.296,20.0
clip_0422,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,259.296,279.296,20.0
clip_0423,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,279.296,299.296,20.0
clip_0424,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,299.296,319.296,20.0
clip_0425,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,319.296,339.296,20.0
clip_0426,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,339.296,341.92,2.624
clip_0427,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,347.264,367.264,20.0
clip_0428,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,367.264,387.264,20.0
clip_0429,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,387.264,407.264,20.0
clip_0430,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,407.264,427.264,20.0
clip_0431,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,427.264,447.264,20.0
clip_0432,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,447.264,449.696,2.432
clip_0433,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,456.192,458.624,2.432
clip_0434,Kimi_Antonelli_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,459.648,479.488,19.84
clip_0435,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,1.216,3.296,2.08
clip_0436,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,6.432,26.432,20.0
clip_0437,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,26.432,46.432,20.0
clip_0438,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,46.432,66.432,20.0
clip_0439,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,66.432,86.432,20.0
clip_0440,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,86.432,106.432,20.0
clip_0441,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,106.432,126.432,20.0
clip_0442,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,126.432,146.432,20.0
clip_0443,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,146.432,166.432,20.0
clip_0444,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,166.432,186.432,20.0
clip_0445,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,186.432,206.432,20.0
clip_0446,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,206.432,226.432,20.0
clip_0447,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,226.432,246.432,20.0
clip_0448,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,246.432,266.432,20.0
clip_0449,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,266.432,286.432,20.0
clip_0450,Kimi_Antonelli_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,286.432,306.432,20.0
